residue ARG
donate	      11	      19	      31	     1
donate	      16	      31	      30	     1
donate	      16	      33	      30	     1
donate	      16	      36	      30	     1
donate	      17	      29	      31	     2
donate	      17	      29	      32	     1
donate	      17	      30	      29	     3
donate	      17	      30	      30	    14
donate	      17	      30	      31	    23
donate	      17	      30	      32	    15
donate	      17	      30	      33	     1
donate	      17	      31	      27	     1
donate	      17	      31	      28	     1
donate	      17	      31	      29	    14
donate	      17	      31	      30	    45
donate	      17	      31	      31	    49
donate	      17	      31	      32	    33
donate	      17	      31	      33	     4
donate	      17	      32	      28	     4
donate	      17	      32	      29	    14
donate	      17	      32	      30	    79
donate	      17	      32	      31	    66
donate	      17	      32	      32	    48
donate	      17	      32	      33	     3
donate	      17	      33	      28	    10
donate	      17	      33	      29	    13
donate	      17	      33	      30	    67
donate	      17	      33	      31	    42
donate	      17	      33	      32	    19
donate	      17	      33	      33	     3
donate	      17	      34	      28	     4
donate	      17	      34	      29	    18
donate	      17	      34	      30	    60
donate	      17	      34	      31	    40
donate	      17	      34	      32	     3
donate	      17	      34	      33	     2
donate	      17	      35	      28	     1
donate	      17	      35	      29	    10
donate	      17	      35	      30	    26
donate	      17	      35	      31	    11
donate	      17	      35	      32	     4
donate	      17	      35	      33	     1
donate	      17	      36	      29	     1
donate	      17	      36	      30	     9
donate	      17	      36	      33	     1
donate	      17	      37	      31	     1
donate	      17	      39	      31	     1
donate	      18	      28	      29	     1
donate	      18	      28	      30	     1
donate	      18	      28	      31	     3
donate	      18	      29	      28	     1
donate	      18	      29	      29	     1
donate	      18	      29	      30	    44
donate	      18	      29	      31	    27
donate	      18	      29	      32	    19
donate	      18	      29	      33	     6
donate	      18	      29	      34	     1
donate	      18	      30	      26	     4
donate	      18	      30	      27	    13
donate	      18	      30	      28	    40
donate	      18	      30	      29	   246
donate	      18	      30	      30	   692
donate	      18	      30	      31	   501
donate	      18	      30	      32	   627
donate	      18	      30	      33	   474
donate	      18	      30	      34	   232
donate	      18	      30	      35	    13
donate	      18	      30	      36	     1
donate	      18	      31	      25	     1
donate	      18	      31	      26	    14
donate	      18	      31	      27	    14
donate	      18	      31	      28	    96
donate	      18	      31	      29	   187
donate	      18	      31	      30	   388
donate	      18	      31	      31	   163
donate	      18	      31	      32	   209
donate	      18	      31	      33	   334
donate	      18	      31	      34	   200
donate	      18	      31	      35	    38
donate	      18	      31	      36	     1
donate	      18	      32	      25	     2
donate	      18	      32	      26	    15
donate	      18	      32	      27	    31
donate	      18	      32	      28	    57
donate	      18	      32	      29	    78
donate	      18	      32	      30	   194
donate	      18	      32	      31	    82
donate	      18	      32	      32	   245
donate	      18	      32	      33	   360
donate	      18	      32	      34	   188
donate	      18	      32	      35	    43
donate	      18	      32	      36	     1
donate	      18	      33	      25	     6
donate	      18	      33	      26	    19
donate	      18	      33	      27	    79
donate	      18	      33	      28	    75
donate	      18	      33	      29	    39
donate	      18	      33	      30	   174
donate	      18	      33	      31	   206
donate	      18	      33	      32	   304
donate	      18	      33	      33	   277
donate	      18	      33	      34	   140
donate	      18	      33	      35	    39
donate	      18	      33	      36	     1
donate	      18	      34	      25	     3
donate	      18	      34	      26	    30
donate	      18	      34	      27	    80
donate	      18	      34	      28	   104
donate	      18	      34	      29	   160
donate	      18	      34	      30	   488
donate	      18	      34	      31	   360
donate	      18	      34	      32	   435
donate	      18	      34	      33	   251
donate	      18	      34	      34	    86
donate	      18	      34	      35	     4
donate	      18	      35	      26	    18
donate	      18	      35	      27	    86
donate	      18	      35	      28	   285
donate	      18	      35	      29	   607
donate	      18	      35	      30	  1177
donate	      18	      35	      31	   572
donate	      18	      35	      32	   489
donate	      18	      35	      33	   192
donate	      18	      35	      34	    35
donate	      18	      35	      35	     1
donate	      18	      36	      26	     5
donate	      18	      36	      27	    48
donate	      18	      36	      28	   247
donate	      18	      36	      29	   614
donate	      18	      36	      30	  1559
donate	      18	      36	      31	   630
donate	      18	      36	      32	   416
donate	      18	      36	      33	   105
donate	      18	      36	      34	    13
donate	      18	      36	      35	     1
donate	      18	      37	      27	     7
donate	      18	      37	      28	   129
donate	      18	      37	      29	   416
donate	      18	      37	      30	  1561
donate	      18	      37	      31	   697
donate	      18	      37	      32	   240
donate	      18	      37	      33	    43
donate	      18	      37	      34	     1
donate	      18	      38	      28	     3
donate	      18	      38	      29	    49
donate	      18	      38	      30	   320
donate	      18	      38	      31	    64
donate	      18	      38	      32	     4
donate	      19	      27	      26	     1
donate	      19	      27	      30	     1
donate	      19	      27	      31	     5
donate	      19	      27	      32	     4
donate	      19	      27	      34	     1
donate	      19	      28	      27	     1
donate	      19	      28	      28	     1
donate	      19	      28	      29	     3
donate	      19	      28	      30	    29
donate	      19	      28	      31	    11
donate	      19	      28	      32	    14
donate	      19	      28	      33	    18
donate	      19	      28	      34	     2
donate	      19	      28	      35	     1
donate	      19	      29	      27	     3
donate	      19	      29	      28	     1
donate	      19	      29	      29	     8
donate	      19	      29	      30	    36
donate	      19	      29	      31	    31
donate	      19	      29	      32	    35
donate	      19	      29	      33	    47
donate	      19	      29	      34	    24
donate	      19	      29	      35	    10
donate	      19	      30	      24	     1
donate	      19	      30	      25	     5
donate	      19	      30	      26	     8
donate	      19	      30	      27	    11
donate	      19	      30	      28	    24
donate	      19	      30	      29	    84
donate	      19	      30	      30	   119
donate	      19	      30	      31	    76
donate	      19	      30	      32	   139
donate	      19	      30	      33	   197
donate	      19	      30	      34	   193
donate	      19	      30	      35	   187
donate	      19	      30	      36	    36
donate	      19	      30	      37	     1
donate	      19	      31	      24	     2
donate	      19	      31	      25	     4
donate	      19	      31	      26	     9
donate	      19	      31	      27	    10
donate	      19	      31	      28	    17
donate	      19	      31	      29	    49
donate	      19	      31	      30	    45
donate	      19	      31	      31	    53
donate	      19	      31	      32	    67
donate	      19	      31	      33	    40
donate	      19	      31	      34	    54
donate	      19	      31	      35	   123
donate	      19	      31	      36	    60
donate	      19	      31	      37	     2
donate	      19	      32	      23	     1
donate	      19	      32	      24	     4
donate	      19	      32	      25	    15
donate	      19	      32	      26	    15
donate	      19	      32	      27	    19
donate	      19	      32	      28	    27
donate	      19	      32	      29	    30
donate	      19	      32	      30	   102
donate	      19	      32	      31	    60
donate	      19	      32	      32	    53
donate	      19	      32	      33	    41
donate	      19	      32	      34	    47
donate	      19	      32	      35	   174
donate	      19	      32	      36	   115
donate	      19	      32	      37	     4
donate	      19	      33	      24	     4
donate	      19	      33	      25	    27
donate	      19	      33	      26	    27
donate	      19	      33	      27	    29
donate	      19	      33	      28	    18
donate	      19	      33	      29	    33
donate	      19	      33	      30	    76
donate	      19	      33	      31	    57
donate	      19	      33	      32	    38
donate	      19	      33	      33	    59
donate	      19	      33	      34	   138
donate	      19	      33	      35	   149
donate	      19	      33	      36	    97
donate	      19	      33	      37	     3
donate	      19	      34	      23	     1
donate	      19	      34	      24	    19
donate	      19	      34	      25	    51
donate	      19	      34	      26	    61
donate	      19	      34	      27	    61
donate	      19	      34	      28	    36
donate	      19	      34	      29	    32
donate	      19	      34	      30	    82
donate	      19	      34	      31	    46
donate	      19	      34	      32	    81
donate	      19	      34	      33	   162
donate	      19	      34	      34	   262
donate	      19	      34	      35	   130
donate	      19	      34	      36	    56
donate	      19	      35	      24	     6
donate	      19	      35	      25	    35
donate	      19	      35	      26	   175
donate	      19	      35	      27	   236
donate	      19	      35	      28	   117
donate	      19	      35	      29	    55
donate	      19	      35	      30	   157
donate	      19	      35	      31	    79
donate	      19	      35	      32	   186
donate	      19	      35	      33	   482
donate	      19	      35	      34	   376
donate	      19	      35	      35	   119
donate	      19	      35	      36	     8
donate	      19	      35	      37	     1
donate	      19	      36	      24	     3
donate	      19	      36	      25	    20
donate	      19	      36	      26	   195
donate	      19	      36	      27	   335
donate	      19	      36	      28	   390
donate	      19	      36	      29	   276
donate	      19	      36	      30	   415
donate	      19	      36	      31	   289
donate	      19	      36	      32	   432
donate	      19	      36	      33	   557
donate	      19	      36	      34	   319
donate	      19	      36	      35	    71
donate	      19	      36	      36	     4
donate	      19	      37	      25	     6
donate	      19	      37	      26	    75
donate	      19	      37	      27	   304
donate	      19	      37	      28	   490
donate	      19	      37	      29	   425
donate	      19	      37	      30	   806
donate	      19	      37	      31	   465
donate	      19	      37	      32	   627
donate	      19	      37	      33	   517
donate	      19	      37	      34	   209
donate	      19	      37	      35	    23
donate	      19	      38	      26	    16
donate	      19	      38	      27	   134
donate	      19	      38	      28	   447
donate	      19	      38	      29	   679
donate	      19	      38	      30	  1612
donate	      19	      38	      31	   957
donate	      19	      38	      32	   747
donate	      19	      38	      33	   354
donate	      19	      38	      34	    59
donate	      19	      39	      27	     2
donate	      19	      39	      28	    57
donate	      19	      39	      29	   203
donate	      19	      39	      30	   587
donate	      19	      39	      31	   294
donate	      19	      39	      32	   103
donate	      19	      39	      33	    11
donate	      19	      39	      34	     1
donate	      19	      40	      30	     1
donate	      19	      40	      31	     1
donate	      20	      26	      28	     2
donate	      20	      26	      31	     1
donate	      20	      26	      32	     1
donate	      20	      27	      28	     1
donate	      20	      27	      29	     2
donate	      20	      27	      30	    15
donate	      20	      27	      31	    15
donate	      20	      27	      32	    23
donate	      20	      27	      33	    14
donate	      20	      27	      34	     2
donate	      20	      28	      27	     1
donate	      20	      28	      28	     6
donate	      20	      28	      29	    15
donate	      20	      28	      30	    30
donate	      20	      28	      31	    41
donate	      20	      28	      32	    24
donate	      20	      28	      33	    24
donate	      20	      28	      34	    10
donate	      20	      28	      35	     8
donate	      20	      28	      36	     1
donate	      20	      29	      25	     1
